Date,CPID:CM02:3001:JT:CV_VALUE,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,ACCL:L1B:0210:GACT,CPT:CM02:2302:DS:PRESS,Electric Heat Load Setpoint,Electric Heat Load Readback
2019-03-28-14:30:21,26,95.1482,73.0871,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:22,26,95.1482,72.9283,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:23,26,94.9796,73.0859,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:24,26,95.0824,72.9153,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:25,26,95.0824,73.1331,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:26,26,95.0824,73.1331,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:27,26,95.0824,72.9809,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:28,26,94.9528,73.1176,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:29,26,95.0777,73.0159,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:30,26,95.3237,73.1277,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:31,26,95.0089,73.1277,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:32,26,95.0089,73.1277,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:33,26,95.0089,73.2507,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:34,26,95.2803,72.9344,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:35,26,95.0306,72.9344,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:36,26,95.2298,72.9344,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:37,26,95.0503,73.1175,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:38,26,95.0503,72.9986,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:39,26,95.0503,72.9986,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:40,26,95.0503,73.2035,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:41,26,95.2111,72.9569,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:42,26,95.2111,72.9569,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:43,26,95.2111,73.1598,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:44,26,95.2111,72.9786,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:45,26,95.052,73.2289,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:46,26,95.052,73.0058,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:47,26,95.052,73.0058,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:48,26,95.052,73.1349,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:49,26,95.192,73.1349,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:50,26,94.9426,73.1349,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:51,26,95.1184,72.964,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:52,26,94.9687,73.1612,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:53,26,94.9687,73.1612,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:54,26,95.1885,73.1612,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:55,26,94.9411,72.9194,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:56,26,95.0438,73.0218,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:57,26,94.9257,72.8972,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:58,26,94.9257,73.1021,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:30:59,26,95.0901,73.1021,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:00,26,95.0901,73.1021,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:01,26,95.0901,73.1021,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:02,26,95.0901,72.9462,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:03,26,94.9385,72.9462,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:04,26,94.9385,72.9462,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:05,26,94.9385,73.0861,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:06,26,95.08,73.0861,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:07,26,95.08,73.0861,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:08,26,94.9451,73.0861,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:09,26,94.9451,73.0861,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:10,26,94.9451,72.9719,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:11,26,95.1876,72.9719,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:12,26,94.9222,73.1183,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:13,26,94.9222,72.9798,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:14,26,94.9222,72.9798,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:15,26,94.9222,72.9798,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:16,26,95.1696,73.1467,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:17,26,94.9533,73.018,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:18,26,95.2012,73.018,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:19,26,95.0545,72.9026,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:20,26,95.0545,73.0399,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:21,26,95.1824,72.9087,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:22,26,94.9555,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:23,26,95.1479,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:24,26,95.1479,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:25,26,94.9588,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:26,26,94.9588,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:27,26,94.9588,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:28,26,95.1115,73.074,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:29,26,95.003,72.9174,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:30,26,95.003,72.9174,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:31,26,95.003,72.9174,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:32,26,95.003,73.2623,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:33,26,95.003,72.9944,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:34,26,95.003,73.3335,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:35,26,95.003,73.1338,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:36,26,95.003,72.9815,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:37,26,95.197,72.9815,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:38,26,95.0491,72.9815,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:39,26,95.0491,73.2766,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:40,26,95.0491,73.0633,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:41,26,95.0491,73.0633,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:42,26,95.2423,73.0633,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:43,26,95.0366,72.8967,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:44,26,95.0366,73.0821,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:45,26,95.0366,73.0821,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:46,26,95.0366,73.0821,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:47,26,95.0366,73.0821,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:48,26,95.0366,73.0821,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:49,26,95.0366,73.196,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:50,26,95.0366,73.196,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:51,26,95.0366,73.196,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:52,26,95.0366,73.0389,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:53,26,95.2312,72.9075,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:54,26,94.9597,73.1272,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:55,26,94.9597,72.993,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:56,26,94.9597,73.1636,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:57,26,94.9597,73.1636,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:58,26,94.9597,72.9183,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:31:59,26,94.9597,72.9183,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:00,26,94.9597,72.9183,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:01,26,95.0923,73.1016,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:02,26,94.9642,73.2295,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:03,26,95.213,72.9755,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:04,26,95.0027,72.9755,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:05,26,95.0027,72.9755,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:06,26,95.0027,72.9755,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:07,26,95.0027,73.1144,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:08,26,95.0027,73.1144,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:09,26,95.0027,73.1144,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:10,26,95.1126,73.1144,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:11,26,94.9601,72.9424,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:12,26,95.2625,72.9424,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:13,26,94.9677,72.9424,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:14,26,94.9677,73.1787,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:15,26,95.1359,73.1787,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:16,26,94.9359,72.913,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:17,26,95.1902,72.913,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:18,26,94.9371,72.913,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:19,26,94.9371,73.2857,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:20,26,95.3372,72.9979,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:21,26,95.1961,73.1643,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:22,26,95.1961,72.9058,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:23,26,94.9401,73.0498,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:24,26,94.9401,73.0498,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:25,26,94.9401,72.8913,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:26,26,94.9401,73.2722,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:27,26,95.1759,72.9875,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:28,26,94.9815,72.9875,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:29,26,94.9815,73.212,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:30,26,94.9815,72.9123,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:31,26,94.9815,73.0718,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:32,26,95.2017,72.9335,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:33,26,95.0691,72.9335,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:34,26,95.4021,73.0484,0.000829401,28.2603,16.0,15.7324
2019-03-28-14:32:35,26,94.9808,73.0484,5.22871,28.2603,16.0,15.7324
2019-03-28-14:32:36,26,95.1215,73.0484,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:37,26,95.1215,73.0484,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:38,26,94.9353,73.242,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:39,26,95.1247,73.242,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:40,26,95.0078,73.242,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:41,26,95.0078,73.1208,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:42,26,95.0078,72.8882,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:43,26,95.0078,73.3269,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:44,26,95.0078,72.8973,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:45,26,95.3008,72.8973,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:46,26,95.0386,72.8973,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:47,26,95.0386,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:48,26,95.0386,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:49,26,95.0386,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:50,26,95.3318,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:51,26,94.9895,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:52,26,94.9895,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:53,26,94.9895,73.0503,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:54,26,95.1893,73.1592,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:55,26,95.0491,72.9071,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:56,26,95.0491,73.1714,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:57,26,95.0491,72.9323,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:58,26,95.0491,73.185,5.24003,28.2603,16.0,15.7324
2019-03-28-14:32:59,26,95.0491,73.185,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:00,26,95.0491,72.9911,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:01,26,95.0491,73.2434,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:02,26,95.0491,73.0406,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:03,26,95.0491,73.1465,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:04,26,95.2731,72.9366,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:05,26,94.971,73.1432,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:06,26,94.971,72.9725,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:07,26,95.1986,72.9725,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:08,26,95.1986,72.9725,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:09,26,95.028,72.9725,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:10,26,95.028,73.1429,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:11,26,95.028,73.026,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:12,26,95.028,73.026,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:13,26,95.028,73.026,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:14,26,95.028,73.026,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:15,26,95.028,73.026,5.24003,28.2603,16.0,15.7324
2019-03-28-14:33:16,26,95.028,73.1343,0.000441644,28.2603,16.0,15.7324
2019-03-28-14:33:17,26,95.028,72.9218,16.0997,28.2603,16.0,15.7324
2019-03-28-14:33:18,26,95.028,72.9218,16.076,28.2603,16.0,15.7324
2019-03-28-14:33:19,26,95.028,72.9218,16.0657,28.2603,16.0,15.7324
2019-03-28-14:33:20,26,95.028,73.0961,16.0657,28.2603,16.0,15.7324
2019-03-28-14:33:21,26,95.2667,73.0961,16.0548,28.2603,16.0,15.7324
2019-03-28-14:33:22,26,95.0228,72.9274,16.0649,28.2603,16.0,15.7324
2019-03-28-14:33:23,26,95.0228,72.9274,16.0649,28.2603,16.0,15.7324
2019-03-28-14:33:24,26,95.0228,72.9274,16.0512,28.2603,16.0,15.7324
2019-03-28-14:33:25,26,95.0228,72.9274,16.0512,28.2603,16.0,15.7324
2019-03-28-14:33:26,26,95.1425,72.9274,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:27,26,95.1425,73.1123,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:28,26,95.0015,72.9926,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:29,26,95.1275,72.9926,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:30,26,94.9557,72.9926,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:31,26,95.2073,72.9926,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:32,26,94.9531,72.9926,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:33,26,94.9531,73.2485,16.0617,28.2603,16.0,15.7324
2019-03-28-14:33:34,26,94.9531,72.9059,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:35,26,94.9531,73.2553,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:36,26,95.2155,72.9928,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:37,26,94.9497,72.9928,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:38,26,95.234,72.9928,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:39,26,94.9601,72.9928,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:40,26,94.9601,73.1569,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:41,26,95.1433,72.8971,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:42,26,94.9529,73.2969,16.0517,28.2603,16.0,15.7324
2019-03-28-14:33:43,26,95.1267,72.9902,16.0517,28.3622,16.0,15.7324
2019-03-28-14:33:44,26,94.9813,73.236,16.0517,28.3622,16.0,15.7324
2019-03-28-14:33:45,26,94.9813,73.1355,16.0517,28.3622,16.0,15.7324
2019-03-28-14:33:46,26,95.153,73.1355,16.0517,28.3622,16.0,15.7324
2019-03-28-14:33:47,26,94.9489,73.2974,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:48,26,95.2834,73.1418,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:49,26,95.1164,73.1418,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:50,26,94.9714,73.0108,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:51,26,94.9714,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:52,26,95.0939,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:53,26,95.27,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:54,26,94.9549,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:55,26,94.9549,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:56,26,94.9549,72.9099,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:57,26,94.9549,73.1265,16.0414,28.3622,16.0,15.7324
2019-03-28-14:33:58,26,94.9549,73.017,16.0279,28.3622,16.0,15.7324
2019-03-28-14:33:59,26,95.1143,73.017,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:00,26,94.9582,73.017,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:01,26,95.0655,72.8597,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:02,26,95.0655,72.8597,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:03,26,95.2092,72.8597,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:04,26,94.9663,72.9691,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:05,26,94.9663,73.0979,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:06,26,95.078,72.9431,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:07,26,95.1934,72.9431,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:08,26,95.0503,72.9431,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:09,26,95.0503,72.9431,16.0279,28.3622,16.0,15.7324
2019-03-28-14:34:10,26,95.157,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:11,26,95.157,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:12,26,94.9467,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:13,26,94.9467,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:14,26,94.9467,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:15,26,94.9467,72.9431,16.0176,28.3622,16.0,15.7324
2019-03-28-14:34:16,26,94.9467,72.9431,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:17,26,95.1758,73.1041,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:18,26,95.0068,72.8717,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:19,26,95.0068,73.0367,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:20,26,95.0068,73.0367,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:21,26,95.0068,73.0367,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:22,26,95.0068,73.0367,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:23,26,95.0068,73.0367,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:24,26,95.1766,72.8911,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:25,26,95.0429,73.006,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:26,26,95.0429,73.006,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:27,26,94.9318,73.127,16.0064,28.3622,16.0,15.7324
2019-03-28-14:34:28,26,95.0711,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:29,26,94.9326,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:30,26,95.0882,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:31,26,94.9408,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:32,26,94.9408,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:33,26,94.9408,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:34,26,94.9408,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:35,26,95.136,72.9149,15.9954,28.3622,16.0,15.7324
2019-03-28-14:34:36,26,94.9428,72.9149,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:37,26,94.9428,73.2191,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:38,26,95.0531,72.8693,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:39,26,95.0531,73.0735,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:40,26,95.1792,72.945,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:41,26,94.9577,72.945,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:42,26,95.1678,72.945,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:43,26,95.1678,72.945,15.9961,28.3622,16.0,15.7324
2019-03-28-14:34:44,26,95.0013,73.0695,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:45,26,95.0013,72.9222,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:46,26,95.0013,73.0587,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:47,26,95.1361,72.8587,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:48,26,94.9611,72.8587,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:49,26,94.9611,72.9948,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:50,26,94.9611,72.9948,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:51,26,94.9611,72.9948,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:52,26,95.0992,72.9948,15.9861,28.3622,16.0,15.7324
2019-03-28-14:34:53,26,94.9575,72.8803,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:54,26,94.9575,73.0316,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:55,26,94.9575,72.8772,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:56,26,94.9575,73.1218,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:57,26,95.0838,72.9247,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:58,26,94.9407,73.1144,15.9746,28.3622,16.0,15.7324
2019-03-28-14:34:59,26,94.9407,73.1144,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:00,26,94.9407,72.9123,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:01,26,94.9407,72.9123,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:02,26,94.9407,72.9123,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:03,26,94.9407,72.9123,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:04,26,94.9407,73.135,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:05,26,95.1889,72.8655,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:06,26,94.9465,72.8655,15.9746,28.3622,16.0,15.7324
2019-03-28-14:35:07,26,94.9465,72.8655,15.9869,28.3622,16.0,15.7324
2019-03-28-14:35:08,26,94.9465,72.8655,15.9761,28.3622,16.0,15.7324
2019-03-28-14:35:09,26,94.9465,72.8655,15.9643,28.3622,16.0,15.7324
