Gradient,RF Heat Load,Pressure,Q0
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
15.99760009,31.969784279797974,118.75,-7036716535.669129
